,specimen_id,input_resistance,tau,v_baseline,sag_nearest_minus_100,sag_measured_at,rheobase_i,fi_linear_fit_slope,ap_1_threshold_v_0_long_square,ap_1_peak_v_0_long_square,ap_1_upstroke_0_long_square,ap_1_downstroke_0_long_square,ap_1_upstroke_downstroke_ratio_0_long_square,ap_1_width_0_long_square,ap_1_fast_trough_v_0_long_square,ap_mean_threshold_v_0_long_square,ap_mean_peak_v_0_long_square,ap_mean_upstroke_0_long_square,ap_mean_downstroke_0_long_square,ap_mean_upstroke_downstroke_ratio_0_long_square,ap_mean_width_0_long_square,ap_mean_fast_trough_v_0_long_square,avg_rate_0_long_square,latency_0_long_square,stimulus_amplitude_0_long_square,fi_sqrt_fit_Ic,stimulus_name,sweeps_used,dandiset label,created,species,specimen_id.1,id_full,dandiset_id,age,subject_id,cell_id,brain_region,species_meta,filepath,contributor,umap X,umap Y,pca X,pca Y,GMM cluster label,supervised umap X,supervised umap Y,dandiset_link,file_link,meta_data_link
5402,000020/sub-640279085/sub-640279085_ses-642767434_icephys.nwb,1.8185447139266586,0.9686135566109042,-73.83893585205078,0.070903405547142,-84.90625762939453,180.0,0.2000000203156654,-32.812503814697266,25.96875,315.8887786406392,-72.33305406813571,4.367142832695559,-0.05551732785185476,-52.59375381469727,-33.006248474121094,26.30624961853028,318.03476674564854,-71.63501694228475,4.449421397381868,0.000859999999996,-52.32291920979818,5.000000000021645,0.3898999999982255,180.0,8.000000000278538,PLACEHOLDER,[3 5 7],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-640279085/sub-640279085_ses-642767434_icephys.nwb,000020/000020/sub-640279085/sub-640279085_ses-642767434_icephys.nwb,20,36.0,640279085,642767434,visual cortex,House mouse,sub-640279085/sub-640279085_ses-642767434_icephys.nwb,"Gouwens, Nathan",16.700176,29.283401,0.3469410887848426,0.2337722324077392,5,12.03892,8.434261,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/8fc/4e6/8fc4e660-fb3a-459c-b907-14eb7f2d438b,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/b6c55031-9e47-4f6b-9a54-eba8fb4d6d9b/
5660,000023/sub-758233315/sub-758233315_ses-758763787_icephys.nwb,1.9504568762714,1.51674134842359,-60.08320999145508,0.0242335703223943,-69.51875305175781,149.0,0.0293103424025059,-26.65625190734864,63.16249847412109,300.7596367322539,-90.42431603586482,3.3260924706686663,4.3433309093538336e-13,-38.375,-26.65625190734864,63.16249847412109,300.7596367322539,-90.42431603586482,3.3260924706686663,0.001000000000001,-38.375,1.0000000000023306,0.1504200000001504,149.0,14.999688459944627,PLACEHOLDER,[3 4 6 7 8],23,2020-05-26 19:01:32.401000+00:00,Human,000023/sub-758233315/sub-758233315_ses-758763787_icephys.nwb,000023/000023/sub-758233315/sub-758233315_ses-758763787_icephys.nwb,23,0.0,758233315,758763787,neocortex,Human,sub-758233315/sub-758233315_ses-758763787_icephys.nwb,"Kalmbach, Brian",17.567247,11.856727,-1.246999819856875,2.1921272816588835,10,13.397258,4.439098,https://dandiarchive.org/dandiset/000023,https://dandiarchive.s3.amazonaws.com/blobs/d84/f89/d84f8940-6d57-4974-bd10-06ea29b8b3bf,https://api.dandiarchive.org/api/dandisets/000023/versions/draft/assets/1075b829-e9bf-4442-b310-4fd24d806a6b/
4904,000020/sub-666414034/sub-666414034_ses-669111920_icephys.nwb,2.2945351903601283,1.3100833383805233,-62.26072692871094,0.0796122401952743,-85.0625,79.0,0.3214285850875089,-36.50000381469727,33.375003814697266,284.7610942262512,-109.6549058787026,2.5968842154791187,-0.08618614761829589,-55.00000381469727,-34.398441314697266,32.25,256.88606719305915,-103.90778375991164,2.469846973539859,0.0008549999999961,-53.6953125,4.000000000017316,0.0736799999996646,79.0,23.030081118258263,PLACEHOLDER,[5 6 7 8],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-666414034/sub-666414034_ses-669111920_icephys.nwb,000020/000020/sub-666414034/sub-666414034_ses-669111920_icephys.nwb,20,58.0,666414034,669111920,visual cortex,House mouse,sub-666414034/sub-666414034_ses-669111920_icephys.nwb,"Gouwens, Nathan",9.0173,-11.17035,0.4395607245281548,-0.1991255168282561,18,10.190372,1.2356988,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/cc9/1d8/cc91d8ce-c726-4563-865c-167e2fde0a87,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/902aefef-74d4-4c7f-8bc6-72a8cb7ef1ec/
5728,000023/sub-717026464/sub-717026464_ses-717087410_icephys.nwb,2.5053617720218733,1.4894616876547828,-57.29999923706055,0.0917928367853164,-96.59375,29.0,0.1639511177590799,-20.15625190734864,61.46875381469727,249.37149003542115,-59.538956098607336,4.188375248340207,0.11394335230483232,-24.78125190734864,-15.80000114440918,58.76874923706055,188.24904604829487,-40.864707176167954,4.641793289500663,0.0018759999999914,-27.27499961853028,5.000000000021645,0.1339799999993902,29.0,2.1968286476183545,PLACEHOLDER,[6 7 8 9],23,2020-05-26 19:01:32.401000+00:00,Human,000023/sub-717026464/sub-717026464_ses-717087410_icephys.nwb,000023/000023/sub-717026464/sub-717026464_ses-717087410_icephys.nwb,23,0.0,717026464,717087410,neocortex,Human,sub-717026464/sub-717026464_ses-717087410_icephys.nwb,"Kalmbach, Brian",17.855581,0.26983038,0.5361253044191704,3.742514091688272,9,6.2736106,10.927814,https://dandiarchive.org/dandiset/000023,https://dandiarchive.s3.amazonaws.com/blobs/5db/189/5db18910-7668-4871-b36f-a5ba1457db8f,https://api.dandiarchive.org/api/dandisets/000023/versions/draft/assets/e88601eb-9efc-4c0f-858d-50ec9a09cf55/
1580,000020/sub-894285997/sub-894285997_ses-899693498_icephys.nwb,2.2210887800241457,0.9470398413434529,-73.93378448486328,0.0771132037043571,-95.03125762939452,69.0,0.2250000082721533,-38.056251525878906,39.78125,514.6182063729334,-140.6683877216709,3.658378507836221,-0.2676062401766293,-45.04375076293945,-36.90156555175781,39.48906326293945,486.72596205701313,-131.57421111402908,3.700533669782221,0.0005799999999997,-45.734375,4.000000000009322,0.0653200000000653,69.0,-3.325850357614897,PLACEHOLDER,[5 7 8 9],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-894285997/sub-894285997_ses-899693498_icephys.nwb,000020/000020/sub-894285997/sub-894285997_ses-899693498_icephys.nwb,20,55.0,894285997,899693498,visual cortex,House mouse,sub-894285997/sub-894285997_ses-899693498_icephys.nwb,"Gouwens, Nathan",8.220007,12.036647,0.2517858263765247,-1.3974846913605865,18,10.280528,-0.036965363,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/ea7/c41/ea7c4156-b184-42a4-8231-08e1ba45f1a9,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/3d1cd00f-2ea0-42a1-8396-66a7958b9704/
7697,000630/sub-653718968/sub-653718968_ses-654340992_icephys.nwb,2.4086636744937104,1.1991646602171642,-54.95157623291016,0.0335218869149684,-86.90625762939453,29.0,0.4374999836800219,-16.28125,56.40625381469727,335.2810638839906,-94.37358400756214,3.552700338869451,-0.09691001301006502,-27.0,-11.066964149475098,50.32589721679688,223.99824321750583,-66.54532444819417,3.3549928086059007,0.0010399999999952,-26.63839340209961,7.000000000030303,0.2041999999990706,29.0,-2.2857061611927185,PLACEHOLDER,[6 7 8],630,2023-09-13 20:50:35.329036+00:00,Human,000630/sub-653718968/sub-653718968_ses-654340992_icephys.nwb,000630/000630/sub-653718968/sub-653718968_ses-654340992_icephys.nwb,630,0.0,653718968,654340992,neocortical L1,Human,sub-653718968/sub-653718968_ses-654340992_icephys.nwb,"Chartrand, Thomas",14.242233,-3.9063644,1.295214042509473,2.927170335365385,9,6.552147,10.588791,https://dandiarchive.org/dandiset/000630,https://dandiarchive.s3.amazonaws.com/blobs/46b/e6b/46be6bb8-02ba-4056-a6f0-48d9bac87b07,https://api.dandiarchive.org/api/dandisets/000630/versions/draft/assets/b8f27a1d-40e0-4891-8f15-9d84c38efa84/
2734,000020/sub-767487139/sub-767487139_ses-772634561_icephys.nwb,2.2111872226437868,1.0494664139928709,-64.3964614868164,0.040066011250019,-82.83750915527344,220.0,1.5439254628059438,-24.856250762939453,16.01249885559082,222.23244957574823,-170.75062560204722,1.3015029888891003,-0.3372421683180483,-47.375,-25.599220275878903,17.08906364440918,226.51688635112424,-169.6227895706352,1.333384816257852,0.0004625000000004,-46.54219055175781,8.000000000018645,0.0165400000000165,220.0,27.42874995736466,PLACEHOLDER,[ 7  8  9 10],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-767487139/sub-767487139_ses-772634561_icephys.nwb,000020/000020/sub-767487139/sub-767487139_ses-772634561_icephys.nwb,20,55.0,767487139,772634561,visual cortex,House mouse,sub-767487139/sub-767487139_ses-772634561_icephys.nwb,"Gouwens, Nathan",1.8543309,-15.377091,2.292541148113903,-0.3364964370955063,6,8.684921,-4.5261393,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/2cc/2c5/2cc2c569-c753-4cc9-99fd-84ef24d6040d,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/6a223fb2-a80a-47f3-9149-1e2d43e25e50/
5940,000035/sub-mouse-INETJ/sub-mouse-INETJ_ses-20200407-sample-1_slice-20200407-slice-1_cell-20200407-sample-1_icephys.nwb,2.357923157701112,1.1151051609175795,-70.27481769012908,0.1133090147548951,-99.3117094039917,100.0,-0.1387955182072827,-37.55970299243927,21.84763364493847,191.85378279292613,-190.4269991807561,1.0074925489468842,-0.22184874961628395,-60.76635420322418,-35.35319802661737,21.27517325182756,177.319409400505,-178.95069150316417,0.9906435808943534,0.00066,-59.87737327814102,10.0,0.0288399999999967,100.0,701.2586428910608,no description,[14 15 16 ... 45 46 47],35,2020-08-07 16:00:21.992000+00:00,House mouse,000035/sub-mouse-INETJ/sub-mouse-INETJ_ses-20200407-sample-1_slice-20200407-slice-1_cell-20200407-sample-1_icephys.nwb,000035/000035/sub-mouse-INETJ/sub-mouse-INETJ_ses-20200407-sample-1_slice-20200407-slice-1_cell-20200407-sample-1_icephys.nwb,35,66.0,mouse_INETJ,20200407_sample_1,motor cortex,House mouse,sub-mouse-INETJ/sub-mouse-INETJ_ses-20200407-sample-1_slice-20200407-slice-1_cell-20200407-sample-1_icephys.nwb,"Scala, Federico",6.558879,-13.163794,3.204086148264424,-1.0476315113013697,6,6.031388,7.2986293,https://dandiarchive.org/dandiset/000035,https://dandiarchive.s3.amazonaws.com/blobs/7c5/1be/7c51be0d-51cc-4f62-9eb8-4e57917b83ab,https://api.dandiarchive.org/api/dandisets/000035/versions/draft/assets/7d14d015-17af-430a-bb25-bf2155bb7741/
1495,000020/sub-914420159/sub-914420159_ses-920859771_icephys.nwb,1.6526068392267652,0.9099741547744046,-73.16114807128906,0.0338887125253677,-80.10625457763672,239.0,0.1349999888303652,-31.737499237060547,47.11250305175781,336.67286298538875,-84.81894007893115,3.969312310105342,-0.03621217265401988,-35.10000228881836,-30.81458282470703,47.25625228881836,330.7679443581396,-83.08943628028211,3.9816669444122734,0.0009199999999975,-34.50833511352539,3.000000000006992,0.2503000000002503,239.0,9.583332435489154,PLACEHOLDER,[5 7 8 9],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-914420159/sub-914420159_ses-920859771_icephys.nwb,000020/000020/sub-914420159/sub-914420159_ses-920859771_icephys.nwb,20,58.0,914420159,920859771,visual cortex,House mouse,sub-914420159/sub-914420159_ses-920859771_icephys.nwb,"Gouwens, Nathan",22.567974,17.912031,-0.439425630582941,1.4557868635991225,17,12.418336,5.127723,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/abe/92f/abe92f0b-910f-4496-978c-f92b1ae76530,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/03b384a2-6816-45a0-9c9f-cfe5f52def3a/
1512,000020/sub-914420038/sub-914420038_ses-918932569_icephys.nwb,1.9435559589420237,0.789937336103526,-64.97148895263672,0.0313509106636047,-74.54999542236328,279.0,0.1701970302532065,-25.54374885559082,20.61874961853028,282.4998605847167,-218.01871129054985,1.295759702974457,-0.39794000867160334,-49.56250381469727,-26.979686737060547,21.251564025878903,299.6717624341626,-224.2590452889159,1.3354666389306384,0.0003850000000003,-49.76250457763672,4.000000000009322,0.0633400000000633,279.0,85.84707225253261,PLACEHOLDER,[ 5 12 13 15 16 17],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-914420038/sub-914420038_ses-918932569_icephys.nwb,000020/000020/sub-914420038/sub-914420038_ses-918932569_icephys.nwb,20,58.0,914420038,918932569,visual cortex,House mouse,sub-914420038/sub-914420038_ses-918932569_icephys.nwb,"Gouwens, Nathan",-15.085524,-2.5116343,0.5136500455575551,-1.1919825209065404,4,9.074247,-5.0029006,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/e2e/a41/e2ea41d1-5f6b-42ea-9f64-e600db553fd8,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/6099f29a-bfbb-4155-9ef3-0c1de65f2178/
370,000008/sub-mouse-UFLLT/sub-mouse-UFLLT_ses-20180417-sample-2_slice-20180417-slice-2_cell-20180417-sample-2_icephys.nwb,2.1573097608186758,0.936988948239945,-70.04082139515425,0.04736327096688,-93.39283406734468,220.0,-0.0855104227547043,-25.60577727854252,34.084104001522064,149.9364734567585,-126.9119158286336,1.1814215590222,-0.07572071393832518,-47.23773896694183,-28.606481850147247,35.54551564157009,163.62177156809554,-133.56332720845484,1.2246896788529975,0.0008040000000001,-47.4371574819088,16.66666666666277,0.1699200000000295,220.0,993.5608075530032,no description,[20 21 22 ... 76 77 78],8,2020-03-17 18:20:55.694000+00:00,House mouse,000008/sub-mouse-UFLLT/sub-mouse-UFLLT_ses-20180417-sample-2_slice-20180417-slice-2_cell-20180417-sample-2_icephys.nwb,000008/000008/sub-mouse-UFLLT/sub-mouse-UFLLT_ses-20180417-sample-2_slice-20180417-slice-2_cell-20180417-sample-2_icephys.nwb,8,203.0,mouse_UFLLT,20180417_sample_2,motor cortex,House mouse,sub-mouse-UFLLT/sub-mouse-UFLLT_ses-20180417-sample-2_slice-20180417-slice-2_cell-20180417-sample-2_icephys.nwb,"Scala, Federico",8.358271,-16.167442,5.649658621305259,1.5130586644078403,5,5.6672173,6.743939,https://dandiarchive.org/dandiset/000008,https://dandiarchive.s3.amazonaws.com/blobs/1e4/584/1e45847e-da40-44a8-9eaa-0a72695f74ac,https://api.dandiarchive.org/api/dandisets/000008/versions/draft/assets/028e2be9-daec-4bfd-9c24-195a45d05549/
5510,000020/sub-626194722/sub-626194722_ses-637379889_icephys.nwb,2.259213213064212,1.3216152019539598,-83.53791046142578,0.0208466127514839,-100.06250762939452,50.0,0.0453907341519342,-66.28125,1.5,287.3724026833131,-155.29314625434048,1.850515683497404,-0.22184874961838305,-81.25000762939453,-66.28125,1.5,287.3724026833131,-155.29314625434048,1.850515683497404,0.0005999999999972,-81.25000762939453,1.000000000004329,0.05051999999977,50.0,55.283157684779496,PLACEHOLDER,[ 5  7 17 ... 24 26 27],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-626194722/sub-626194722_ses-637379889_icephys.nwb,000020/000020/sub-626194722/sub-626194722_ses-637379889_icephys.nwb,20,56.0,626194722,637379889,visual cortex,House mouse,sub-626194722/sub-626194722_ses-637379889_icephys.nwb,"Gouwens, Nathan",-5.5583296,2.7054245,-0.4953321963567424,-3.5983305484152472,13,13.24343,-4.4004536,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/ae0/bba/ae0bba6f-d414-429b-9eba-4855c5bdff10,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/3fc0115f-30bb-4f62-808d-7771e24283ae/
4101,000020/sub-712195461/sub-712195461_ses-713768020_icephys.nwb,2.2032707606029764,1.1906075353119534,-54.5998649597168,0.0328648686408996,-73.375,119.0,0.0426724132483026,-24.40625,45.34375381469727,320.28204493681216,-111.75737985443315,2.8658693086218348,-0.15490195998772852,-33.25,-24.40625,45.34375381469727,320.28204493681216,-111.75737985443315,2.8658693086218348,0.0006999999999968,-33.25,1.000000000004329,0.0769999999996495,119.0,25.94513906006017,PLACEHOLDER,[ 6  7  8  9 10],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-712195461/sub-712195461_ses-713768020_icephys.nwb,000020/000020/sub-712195461/sub-712195461_ses-713768020_icephys.nwb,20,51.0,712195461,713768020,visual cortex,House mouse,sub-712195461/sub-712195461_ses-713768020_icephys.nwb,"Gouwens, Nathan",13.245821,8.949002,-1.0241533394547802,1.5095210306984097,11,14.56321,-0.48244375,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/946/230/946230fe-d456-4321-ba2a-b0250152cee1,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/94cc2b79-e662-4f10-8e68-eb67d8de26b1/
7020,000142/sub-867677402/sub-867677402_ses-868146118_icephys.nwb,2.349342809819575,1.3788644820169087,-62.19624328613281,0.0669310837984085,-86.10000610351562,59.0,0.1747663539351079,-22.35624885559082,56.181251525878906,354.0293348709081,-88.79648383617857,3.986974704134232,-0.07572071393770473,-29.56250190734864,-21.86458396911621,55.63333511352539,323.11830547630274,-76.76509399076326,4.323695434809443,0.0010066666666658,-30.16875267028809,3.000000000006992,0.1045000000001045,59.0,-3.0085261048247003,PLACEHOLDER,[12 13 14 15],142,2021-09-23 23:50:31.083146+00:00,Human,000142/sub-867677402/sub-867677402_ses-868146118_icephys.nwb,000142/000142/sub-867677402/sub-867677402_ses-868146118_icephys.nwb,142,0.0,867677402,868146118,neocortex,Human,sub-867677402/sub-867677402_ses-868146118_icephys.nwb,"Kalmbach, Brian",14.076568,9.179153,-0.3455605144621259,2.5213149223192177,17,14.560339,0.10294926,https://dandiarchive.org/dandiset/000142,https://dandiarchive.s3.amazonaws.com/blobs/d6b/02f/d6b02f07-ba88-4f7e-ad25-1d122c5755af,https://api.dandiarchive.org/api/dandisets/000142/versions/draft/assets/505910fd-2a85-4f06-bfbf-93053deea8ff/
6684,000142/sub-854418264/sub-854418264_ses-854615489_icephys.nwb,2.336801319520261,1.161320123310561,-69.67113494873047,0.1124078407883644,-94.67499542236328,69.0,0.3700000099794518,-35.912498474121094,41.64374923706055,336.69417580409026,-105.57165874061748,3.1892477566476947,-0.10790539730912989,-44.04999923706055,-35.912498474121094,41.64374923706055,336.69417580409026,-105.57165874061748,3.1892477566476947,0.0007800000000007,-44.04999923706055,1.0000000000023306,0.0899800000000899,69.0,12.76785710956696,PLACEHOLDER,[10 12 13 14],142,2021-09-23 23:50:31.083146+00:00,Human,000142/sub-854418264/sub-854418264_ses-854615489_icephys.nwb,000142/000142/sub-854418264/sub-854418264_ses-854615489_icephys.nwb,142,0.0,854418264,854615489,neocortex,Human,sub-854418264/sub-854418264_ses-854615489_icephys.nwb,"Kalmbach, Brian",12.694633,12.325566,-0.9561795343295624,0.0456171388149889,11,15.312242,-1.6126082,https://dandiarchive.org/dandiset/000142,https://dandiarchive.s3.amazonaws.com/blobs/356/a26/356a2662-4746-4917-bbca-ea8f7345f170,https://api.dandiarchive.org/api/dandisets/000142/versions/draft/assets/ad89f80a-9579-4a0f-ac5b-56fab9d3d48f/
798,000008/sub-mouse-KVPGJ/sub-mouse-KVPGJ_ses-20180918-sample-2_slice-20180918-slice-2_cell-20180918-sample-2_icephys.nwb,2.6194857220443892,1.4455210383921364,-63.07731890470921,0.3549367881938457,-102.9154434800148,40.0,-0.011130892868625,-37.26668283343315,49.46625605225563,201.50638823209192,-99.46076254945756,2.0259887725261656,1.3028064073132956e-13,-43.53207722306252,-31.223586893507413,38.74840640595981,136.17056734774513,-69.58375054023402,1.953832137942917,0.0012171428571428,-39.29447968091284,11.666666666663938,0.054640000000008,40.0,832.536020806242,no description,[ 6  7  8 ... 66 70 72],8,2020-03-17 18:20:55.694000+00:00,House mouse,000008/sub-mouse-KVPGJ/sub-mouse-KVPGJ_ses-20180918-sample-2_slice-20180918-slice-2_cell-20180918-sample-2_icephys.nwb,000008/000008/sub-mouse-KVPGJ/sub-mouse-KVPGJ_ses-20180918-sample-2_slice-20180918-slice-2_cell-20180918-sample-2_icephys.nwb,8,159.0,mouse_KVPGJ,20180918_sample_2,motor cortex,House mouse,sub-mouse-KVPGJ/sub-mouse-KVPGJ_ses-20180918-sample-2_slice-20180918-slice-2_cell-20180918-sample-2_icephys.nwb,"Scala, Federico",13.539808,-7.874693,3.5832845639461057,1.9513746825815264,8,4.7584887,10.152357,https://dandiarchive.org/dandiset/000008,https://dandiarchive.s3.amazonaws.com/blobs/4cf/c16/4cfc164c-86a8-4012-b852-74f3eaa87cf8,https://api.dandiarchive.org/api/dandisets/000008/versions/draft/assets/4c8fb184-8730-49d9-8710-37c8a7a4b207/
6868,000142/sub-849052252/sub-849052252_ses-851641655_icephys.nwb,1.7634279311401089,0.9634644172745825,-62.03089141845703,0.1471052765846252,-69.55000305175781,110.0,0.4599999969819121,-39.97499847412109,13.725000381469728,301.9978164629043,-219.0614084703523,1.3785988986908966,-0.3565473235134178,-65.1624984741211,-40.04375076293945,13.904861450195312,306.38937004947627,-218.8328786954063,1.400047403398013,0.0004399999999985,-65.30209350585938,9.000000000020975,0.2638600000002639,110.0,-3.961880269600117,PLACEHOLDER,[5 7 8 9],142,2021-09-23 23:50:31.083146+00:00,Human,000142/sub-849052252/sub-849052252_ses-851641655_icephys.nwb,000142/000142/sub-849052252/sub-849052252_ses-851641655_icephys.nwb,142,0.0,849052252,851641655,neocortex,Human,sub-849052252/sub-849052252_ses-851641655_icephys.nwb,"Kalmbach, Brian",1.5413846,-12.392062,2.335675559700077,-2.220585244836021,7,6.3210235,1.9895163,https://dandiarchive.org/dandiset/000142,https://dandiarchive.s3.amazonaws.com/blobs/a8a/ea6/a8aea6cf-3de3-46f5-8b8a-f1e00d42f419,https://api.dandiarchive.org/api/dandisets/000142/versions/draft/assets/5ddff233-69a5-4c52-906b-3b7c7d44a22f/
